10849,Makato,Mayerwieser
10854,Jagoda,Nannarelli
10858,Kenroku,Gonthier
10867,Billur,Gyorkos
10871,Aram,Gilg
10872,Karoline,Speel
10873,Sukumar,Wegerle
10876,Vincent,Papastamatiou
10878,Lakshmi,Deville
10879,Muzhong,Chleq
10882,Fun,Heuser
10883,Shimshon,Champarnaud
10885,Rayond,Cronau
10887,Lunjin,DeMori
10895,Vishwani,Petersohn
10900,Ferdinand,Prenel
10906,Munehiro,Carrere
10909,Georgi,Atchley
10912,Oscal,Fasbender
10913,Narain,Thummel
10918,Susumu,Reghbati
10920,Ronghao,Narahara
10921,Mara,Bahi
10922,Kyoichi,Wossner
10924,Hironoby,Atchley
10926,Leni,Eppinger
10927,Gal,Scallan
10930,Arch,Minakawa
10932,Avishai,Picci
10936,Mountaz,Schicker
10940,Aleksander,Fioravanti
10942,Toshimitsu,Larfeldt
10943,Berna,Skafidas
10944,Remko,Zyda
10947,Gor,Usery
10948,Shigehito,Brodie
10949,Shigeichiro,Wroclawski
10956,Arno,Picel
10965,Eckart,Braunschweig
10969,Premal,Noriega
10971,Isamu,Vadhan
10974,Muneo,Papsdorf
10985,Chiradeep,Furedi
10986,Masako,Schiper
10987,Flemming,Baezner
10988,Chinya,Deyuan
10989,Sumali,Candan
10990,Shin,Foote
10996,Matk,Rahimi
11002,Bluma,Ulupinar
11004,JoAnna,Decleir
11009,Alper,Axelband
11012,Taegyun,Speckmann
11019,Leon,Huttel
11021,Srinidhi,Henders
11024,Manton,Collavizza
11027,Remzi,Cappello
11028,Miyeon,Krider
11031,Ottavia,Walstra
11032,Erez,Schaaf
11037,Lansing,Maliniak
11038,Jinya,Beidas
11042,Gou,Breugel
11048,Jaques,Demke
11050,Elvis,Katiyar
11051,Przemyslawa,Erol
11056,Palash,Speel
11060,Genevieve,Pokrovskii
11061,Pintsang,Erni
11064,Shawna,Vieri
11066,Shaz,Langford
11070,Adib,Raney
11071,Kwan,Sigstam
11075,Karsten,Belinskaya
11077,Hideyuki,Merro
11079,Piyush,Garigliano
11081,Barry,Boyle
11083,Shimshon,Ducloy
11084,Greger,Senzako
11085,Hailing,Thummel
11087,Changho,Jayawardene
11089,Conal,Henders
11091,Souichi,Ramsay
11092,Narain,Stamatiou
11098,Arnd,Covnot
11100,Berna,Cochrane
11106,Aris,Iwayama
11110,Valeska,Birjandi
11111,Udi,Zastre
11112,Boaz,Mukaidono
11113,Shahab,Peng
11114,Tse,Felcyn
11119,Ramzi,Luga
11121,Vugranam,Kakkad
11130,Xinyu,Menhoudj
11132,Kristin,Harnett
11133,Nalini,Azulay
11134,Sachar,Rajcani
11137,Hugh,Luca
11139,Bogdan,Homond
11143,Yongdong,Rosen
11144,Carrsten,Heinisuo
11145,Jinxi,Baak
11146,Ishfaq,Masand
11147,Ayonca,Nitsch
11148,Zhanqiu,Botman
11156,Tomoyuki,Armand
11158,Masaki,Hagimont
11162,Kauko,Narlikar
11168,Shmuel,Tetzlaff
11170,Minghong,Cannard
11174,Akhilish,Milicia
11177,Chrisa,dAstous
11180,Mitsuyuki,Bojadziev
11181,Hausi,Cullers
11185,Aloys,Baezner
11186,Kshitij,Stasinski
11189,Dante,Bodoff
11192,Apostol,Bahr
11195,Masanao,Lovengreen
11197,Tadahiro,Fordan
11201,Jouko,Masaki
11203,Sakthirel,Yetto
11204,Diederik,Covnot
11206,Steen,Sury
11207,Saeed,Gips
11208,Saniya,Valtorta
11211,Yurij,Rissland
11213,Vugranam,Munoz
11217,Kellie,Mawatari
11218,Kirk,Hemaspaandra
11221,Alselm,Hammerschmidt
11229,Gretta,Ramamoorthy
11232,Hidefumi,Crelier
11233,Sanjit,Waschkowski
11240,Kiam,Condotta
11243,Udi,Desikan
11249,Randi,Cyre
11251,Bezalel,Chinal
11253,Koldo,Pokrovskii
11254,Danel,Rindone
11258,Aris,Maccarone
11266,Florina,Rohrbach
11267,Shaunak,Zaumen
11268,Aimee,Petersohn
11274,Masanao,Nicolson
11275,Hitomi,Eppinger
11288,Domenico,Eastman
11289,Chuanti,Cherinka
11290,Visit,Dredge
11291,Gino,Glowinski
11292,Souichi,Sichman
11294,Tru,Segond
11295,Abdelkader,Lanzelotte
11296,Hironobu,Kenevan
11297,Geraldo,Levergood
11300,Lillian,Fontet
11301,Mingzeng,Oxenboll
11302,Shem,Senzako
11315,Neven,Meriste
11317,Shigeaki,Hagimont
11319,Pranas,Marrakchi
11320,Atilio,McAlpine
11322,Nathalie,Pocchiola
11324,Kauko,Billingsley
11325,Samphel,Rossi
11326,Munenori,Plesums
11338,Kwangsub,Hanratty
11339,Flemming,Massonet
11340,Aris,Bala
11343,Susanne,Erez
11347,Anneli,Jonsson
11349,Yurii,Hammerschmidt
11360,Fen,Schach
11365,Toshimi,Shinomoto
11372,Susanta,Vilarrasa
11373,Yongmao,Keohane
11376,Valery,Suomi
11380,Kenroku,Pelc
11385,Shiv,Ullian
11386,Alselm,Assaf
11387,Jordanka,Kalloufi
11393,Junsik,Junot
11396,Anneke,Servieres
11398,Oscar,Peir
11401,Huan,Merey
11404,Bedrich,Borovoy
11406,Eberhardt,Gini
11410,Gro,Vendrig
11414,Eishiro,Pearson
11415,Sanjiv,Anido
11417,Anneli,Cyne
11418,Satosi,Cooley
11420,Tsutomu,Lalonde
11421,Josyula,Msuda
11423,Guangming,Kopetz
11425,Renee,Crelier
11428,Remco,Reinhart
11431,Youngkon,Picht
11441,Marlo,Aingworth
11446,Naftali,Narahara
11449,Kotesh,Asser
11451,Eben,Rajaraman
11452,Shigehito,Luby
11459,Duke,Suomi
11460,Mana,Maraist
11461,Kish,Cronau
11468,Navin,Maksimenko
11469,Guttorm,Giaccio
11474,Gennady,Akazan
11476,Manton,Yoshizawa
11477,Fox,Narahari
11479,Shridhar,Pleszkun
11501,Karsten,Ranum
11503,Nathan,Picht
11506,Rance,Picel
11509,Aleksander,Feldhoffer
11513,Otmar,Mahnke
11515,Ulf,Basawa
11518,Jinxi,Oxman
11519,Halsur,Chinen
11521,Eldridge,Eastman
11523,Yuguang,Pezzoli
11524,Xiadong,Standera
11526,Tonny,Impagliazzo
11527,Alagu,Boyle
11528,Zito,Dolinsky
11531,Radhika,Motley
11533,Vitaly,Lorch
11537,DAIDA,Pehl
11540,Chanjung,Portugali
11554,Subhash,Taubenfeld
11555,Kotesh,Perfilyeva
11562,Rimli,Alencar
11567,Teiji,Mitzlaff
11568,Martins,Fujisaki
11573,Pranas,Hutton
11575,Godehard,Plotkin
11577,Mayumi,Deyuan
11578,Edwin,Rosti
11581,Patricio,Rosenbaum
11587,Shem,Zambonelli
11588,Kaijung,Panangaden
11589,Gina,Plessier
11595,Takanari,Kamber
11596,Yannik,Gunderson
11597,Yongdong,Talmon
11602,Somnath,Malabarba
11603,Herb,Swen
11606,Perry,Pepe
11607,Tomokazu,Foong
11615,Shem,Isaak
11616,Zhilian,Brendel
11624,Adil,Gammage
11628,Fan,Malinowski
11636,Fumitaka,Shiratori
11640,Valeri,Coorg
11641,Chikako,Rothenberg
11644,Sanjit,Zaiane
11646,Lobel,Rubsam
11647,Magy,Nitsche
11649,Shen,Bernardinello
11660,Gill,Stenning
11664,Oksana,Brizzi
11667,Kristian,Marchegay
11673,Henk,Felder
11676,Valeri,Ferriere
11681,Fumitake,Benzmuller
11684,Oksana,Gide
11686,Nadjib,Srimani
11690,Domenick,Raczkowsky
11693,Hideo,Coorg
11696,Dante,Rothe
11705,Arve,Hofmeyr
11708,Chenye,Angot
11713,Danel,Heusch
11732,Sanjoy,Ranft
11733,Leszek,Sudbeck
11735,Amalendu,Picci
11736,Shugo,Uchoa
11737,Martina,Garnier
11738,Tadahiro,Lichtman
11746,Koichi,Marrakchi
11747,Aksel,Kossowski
11748,Lihong,Massonet
11751,Jiafu,Emiris
11755,Zhenbing,Karner
11756,Abdelwaheb,Vakili
11763,Yuriy,Liesche
11764,Sanjay,Anick
11765,Zorica,Junet
11769,Chandrasekaran,Lampe
11770,Arumugam,Jakobus
11772,Gaurav,Penz
11774,Aron,Wroclawski
11778,Dhritiman,Fontan
11779,Shunichi,Thombley
11791,Gal,Mamelak
11797,Chenxi,Thambidurai
11801,Tommaso,Dayang
11805,Rosine,Grandbois
11807,Chriss,Binding
11810,Amabile,Bhattacharjee
11811,Herb,Boissier
11813,Gita,Muhlberg
11814,Manohar,Shinomoto
11817,Niranjan,Markovitch
11821,Mary,Piazza
11822,Sastry,Madeira
11823,Weiyi,Iacovou
11829,Chaosheng,Pettis
11832,Arto,Zlotek
11836,Ortrud,Bakhtari
11838,Taiji,Nitta
11841,Elvia,Bugrara
11842,Moto,Piazza
11844,Shawna,Demeyer
11846,Fai,Perly
11847,Tzvetan,Brandsma
11853,Zeljko,Kusakabe
11857,Divier,Farrag
11862,Alejandra,Deville
11864,Pradeep,Kriebel
11868,Kwee,Demke
11869,Fumino,Luca
11871,Nalini,Sommen
11872,Cheong,Riexinger
11876,Leszek,Kobuchi
11877,Heng,Sudkamp
11881,Arra,Staelin
11883,Nectarios,Bhattacharjee
11888,Badri,Azulay
11894,Mitchel,Validov
11896,Shaunak,Benzmuller
11897,Cordelia,Setlzner
11906,Hideo,Boguraev
11911,Ashish,Mondadori
11915,Miomir,Mawatari
11917,Jiakeng,VanScheik
11926,Leni,Felcyn
11931,Gunilla,Chiodo
11933,Basil,Erman
11938,Aruna,Verspoor
11939,Chinhyun,Basart
11940,Ult,Anido
11944,Along,Aumann
11945,Limsoon,Marakhovsky
11948,Yahiko,Nergos
11949,Martijn,Harbusch
11951,Bernt,Haumacher
11965,Arup,Morrey
11972,Sibyl,Beausoleil
11980,Yechezkel,Pews
11983,Jaana,Hedayat
11987,Vidya,Schaar
11988,Chinya,Chinin
11989,Erzsebet,Peltason
11993,Marit,Dalphin
11994,Sigeru,Fiebach
11997,Heon,Mawatari
12007,Marko,Dehkordi
12008,Frederique,Zykh
12011,Zhilian,Coorg
12015,Kensei,Guenter
12021,Chikara,Rahimi
12023,Chuanyi,Eppinger
12024,Mayumi,Lanzelotte
12025,Jaewoo,Heiserman
12028,Ingemar,Walstra
12030,Shuky,Cromarty
12033,Visit,Serot
12034,Aemilian,Piazza
12036,Mads,Ratzlaff
12037,Arunas,Katzenelson
12040,Bluma,Kermarrec
12043,Masaki,Lubachevsky
12044,Rance,Hemaspaandra
12047,Jordanka,Ligten
12050,Yuchang,Tchuente
12052,Masako,Khasidashvili
12053,Yechezkel,Pelc
12054,Odysseas,Braccini
12055,Rutger,Kilgore
12060,Toshimi,Antonakopoulos
12062,Margareta,Worfolk
12063,Lein,Bale
12069,Ayonca,Burnard
12070,Ger,Shokrollahi
12076,Karlis,Siprelle
12077,Steve,Hutton
12080,Panayotis,Feinberg
12082,Xinan,Yamaashi
12087,Weijing,Jumpertz
12089,Bilhanan,Socorro
12090,Shigenori,Angelopoulos
12091,Lansing,Cunliffe
12092,Kauko,Unno
12093,Evgueni,Oxenboll
12094,Weiru,Pearson
12095,Fai,Smeets
12099,Nobuyoshi,Kuzuoka
12102,Aron,Erde
12103,Becky,Erie
12104,Dulce,Kohling
12112,Satyanarayana,Avouris
12114,Shiv,Rubsam
12122,Satoru,Krone
12123,Xiahua,Syrzycki
12125,Shounak,Erman
12128,Yannik,Barreiro
12138,Takahito,Brender
12140,Xudong,Paciorek
12148,Hidde,Garigliano
12149,Suebskul,Grandbois
12159,Shem,Perly
12160,Aamer,Garrabrants
12164,Muneo,Chachaty
12165,Xiaobin,Maquelin
12168,Arnd,Salverda
12172,Jianhua,Llado
12173,Adel,Nanard
12174,Slavian,Plavsic
12183,Harngdar,Iisaku
12186,Guther,Nooteboom
12190,Abdulah,Engberts
12191,Rosella,Bazzichi
12192,Feiyu,Klyachko
12205,Sushant,Rossi
12206,Barton,Janetzko
12210,Vugranam,Ashish
12213,Kwangho,Brizzi
12216,Aloke,Mansanne
12218,Yaghout,Strooper
12219,Junsik,Gadepally
12221,Vincent,Melter
12222,Abdelwaheb,Holburn
12223,Niteen,Koyama
12230,Yuriy,Bellone
12231,Nishit,Bharadwaj
12235,Honesty,Haumacher
12242,Satoru,Wolniewicz
12247,Subbu,Penttonen
12249,Eldridge,Sadowski
12250,Kerhong,Aloia
12254,Chaitali,Stafford
12256,Guadalupe,Reghbati
12258,Kankanahalli,Eiter
12264,Mart,Pagter
12269,Mohammed,Whitcomb
12270,Shakhar,Kornyak
12272,Behnaam,Grandbois
12273,Jaideep,Uehara
12274,Garnik,Papadias
12276,Yongmin,Lenart
12281,Hisao,Langford
12282,Tadahiro,Delgrange
12291,Masamitsu,Koyama
12298,Tetsurou,Rodham
12303,Godehard,Braccini
12308,Mototsugu,Cronau
12311,Susanne,Lubachevsky
12312,Chenye,Velasco
12316,Hyuncheol,Duclos
12317,Weiyi,Crabtree
12327,DAIDA,Bruckman
12328,Atilio,Prampolini
12335,Arnould,Genin
12338,Kagan,Besselaar
12339,Pranay,Czaja
12341,Rasiah,Luga
12343,Sorina,Slaats
12345,Xuedong,Mellouli
12351,Gennady,Zizka
12355,Vidar,Hutton
12364,Neelam,Cummings
12365,Kamakshi,Bisiani
12366,Patricio,Setlzner
12368,Gor,Dechter
12373,Mooi,Driscoll
12379,Kazuhisa,Serna
12380,Menkae,Farrow
12381,Amalendu,Klerer
12388,Arumugam,Hebert
12394,Stevo,Reeken
12395,Sanjit,Felder
12399,Mihalis,Luga
12407,Jianwen,Brodie
12411,Shao,Ibel
12413,Hugh,Gadepally
12415,Uri,Sluis
12417,Dannz,Spelt
12421,Toshimi,Gulik
12422,Berhard,Demos
12426,Shahaf,Valtorta
12427,Zissis,Daescu
12434,Xumin,Bernardinello
12438,Yongmao,Mondadori
12450,Sanjeeva,Perng
12451,Pramod,Marzano
12452,Hiroyasu,Francisci
12454,Kerryn,Farris
12464,Shai,Milicic
12466,Cullen,Nations
12468,Ioana,Baezner
12470,Khue,Hinsberger
12475,Filipe,Roison
12478,Yahiko,Hopewell
12480,Tetsushi,Schade
12482,Chandrasekaran,Rijckaert
12487,Mona,Reghbati
12488,Etsuo,Gerteisen
12489,Arnould,Munck
12490,Jackson,Muchinsky
12492,Kristinn,Hammerschmidt
12493,Filipp,Menhardt
12497,Stein,Penz
12499,Izaskun,Lamba
12501,Morrie,Matheson
12502,Danil,VanScheik
12504,Adly,Rosaz
12505,Barton,Goldhammer
12506,Gay,Rodite
12509,Rutger,Krzyzanowski
12514,Tomofumi,Melter
12515,Pranav,Wilharm
12520,Goetz,Basart
12522,Trygve,Zhang
12523,Tonia,Casley
12524,Tetsushi,Demeyer
12528,Conor,Cincotta
12534,Yongmao,Gerlach
12537,Avishai,Gonthier
12540,Poornachandra,Bresenham
12541,Shih,Nanard
12542,Kazuhide,Bouloucos
12551,Jeane,Tzvieli
12552,Mechthild,Zongker
12553,Aral,Vesna
12555,Spyrose,DuCasse
12557,Stafford,Kopetz
12558,Danco,Niizuma
12563,Honesty,Ducloy
12564,Remco,Nitsche
12568,Marlo,Boyle
12571,Abdelaziz,Candan
12574,Mong,Gelosh
12586,Oguz,Tasistro
12588,Yagil,Kenevan
12589,Anoosh,Chleq
12590,Gita,Rosenbaum
12596,Breannda,Roisin
12597,Kazuhito,Petereit
12601,Ghassan,Simkin
12603,Utpal,Roison
12608,Nectarios,Mondadori
12612,Chandrasekaran,Thimonier
12617,Shawna,Rusterholz
12623,Raimond,Scharstein
12626,Gill,Comyn
12630,Sreekrishna,Falco
12635,Xinyu,Restivo
12636,Yuuichi,Debuse
12637,Poorav,Karner
12638,Yuqun,Seiwald
12639,Zeljko,Schapire
12642,Suebskul,Gips
12644,Bernt,Jayawardene
12645,Kyoichi,Decaestecker
12651,Pragnesh,Bael
12656,Seshu,Morton
12662,Leucio,Alvarado
12663,Nobuyoshi,Stellhorn
12664,Zhonghua,Parveen
12665,Amalendu,Lanphier
12666,Stamatina,Prenel
12670,Seongbae,Alameldin
12672,Mayumi,Varman
12678,Carrsten,Borovoy
12680,Bader,Staudhammer
12687,Weicheng,Badache
12689,Luerbio,Boudaillier
12691,Oddvar,Gils
12694,Kazuhira,Luders
12697,Uri,Brizzi
12707,Gregory,Zastre
12709,Ronghao,Botman
12715,Honglan,Showalter
12717,Tzu,Jiafu
12721,Sajjan,Szilard
12722,Elliott,Cheshire
12725,Inderjeet,Flexer
12726,Fumitake,Panwar
12729,Nahla,Rahier
12730,Barry,Perl
12731,Yongmao,Waymire
12732,Mara,Takanami
12734,Gil,Frijda
12746,Heekeun,Lunn
12747,Salvador,Atrawala
12748,Berry,Kakkar
12753,Kazuhito,Syrotiuk
12754,Ronnie,Tetzlaff
12755,Rildo,Rodite
12758,Hauke,Pashtan
12759,LiMin,Kuszyk
12761,Hitofumi,Schaad
12768,Mingdong,Stiles
12769,Abdelwaheb,Gluchowski
12770,Maik,Benzaken
12773,Jenwei,Lovengreen
12774,Moon,Asrin
12775,Mariangiola,Berendt
12777,Sreenivas,Cichocki
12785,Bouchung,Armand
12786,Weiyi,Schusler
12789,Sanjai,Felcyn
12790,Gunilla,Perl
12795,Masoud,Fordan
12796,Saniya,Stanfel
12798,Lillian,Beeson
12799,Tiina,Businaro
12803,Gad,Boissier
12807,Gretta,Babb
12810,Kristof,Staelin
12814,Jaques,Kohling
12815,Sushant,Junot
12816,Freyja,Ramras
12819,Mountaz,Gubsky
12821,Arco,Gihr
12825,Sakthirel,Cannata
12828,Oksana,Camurati
12829,Harngdar,Harbusch
12831,Maris,Baja
12840,Zhensheng,Ferretti
12843,Yinlin,Heijenga
12846,Krisda,Cyne
12848,Kazuhide,Smeets
12851,Kwangyoen,Ramsay
12853,Mang,Brobst
12855,Mabhin,Murrill
12857,Alagu,Gils
12863,Leif,Matheson
12865,Katsuyuki,Rothe
12868,Berthier,Nanard
12869,Jacopo,Swiler
12871,Shay,Zockler
12872,Marl,Schmittgen
12876,Apostol,Goodrum
12879,Baruch,Eugenio
12881,Huai,Yurek
12885,Anwar,Collavizza
12887,Hilari,DuBourdieux
12888,Martien,Erni
12889,Mayumi,Mukaidono
12890,Neven,Casley
12893,Licheng,Crouzet
12895,Roddy,Serot
12899,Chinho,Sethi
12905,Munehiro,Gecsei
12910,Uno,Casley
12915,Arco,Ligten
12922,Jacqueline,Porenta
12923,Chaosheng,Journel
12926,Heekeun,Luby
12934,Adil,Solares
12936,Reinhold,Farrow
12937,Arup,Cincotta
12940,Odinaldo,Farrar
12941,Tommaso,Perelgut
12944,Alselm,Benzmuller
12949,Geoff,Asrin
12951,Mohammad,Keirsey
12960,Tayeb,Navazio
12962,Paraskevi,Beerel
12969,Mohan,Angot
12972,Juyoung,Azevdeo
12974,Gift,Frolund
12977,Byong,Markovitch
12981,Maren,Merro
12982,Sachem,Aamodt
12983,Elliott,Hambrick
12984,Atilio,Krohm
12986,Khun,Hennebert
12987,Youngkon,Kading
13000,Adhemar,Chiodo
13002,Henk,Muhlberg
13004,Fan,Beznosov
13008,Jayesh,Zaumen
13011,Aamer,Glowinski
13012,Florina,Harbusch
13013,Heekeun,Baak
13027,Paraskevi,Kohling
13030,Yahiko,Kroll
13034,Arunas,Rosen
13046,Vivian,Stafford
13047,Atilio,Chelton
13048,Kerhong,Massonet
13049,Fan,Naudin
13052,Aleksandar,Schlenzig
13054,Samphel,Masamoto
13062,Xinglin,Baak
13065,Zine,Schiper
13067,Wayne,Kornyak
13073,Utpal,Journel
13075,Rosella,Morrin
13076,Deniz,Skafidas
13084,Domenico,Pagter
13086,Dzung,Domenig
13087,Gor,Ranft
13093,Sajjan,Unno
13095,Khedija,Cochrane
13096,Ibibia,Armand
13103,Srinidhi,Ellozy
13108,Rance,Matteis
13110,Maria,Kamble
13113,Kwun,Landherr
13124,Quingbo,Garnick
13126,Parviz,Hennebert
13133,Guther,Senzako
13134,Lorien,Chepyzhov
13140,Shuji,Vidal
13143,Qingxiang,Ventosa
13144,Persi,Nollmann
13146,Haldon,Erie
13147,Shichao,Ginesta
13149,Alejandro,Gill
13150,Mahmut,Stavenow
13156,Akeel,Millington
13159,Jingling,Ranst
13161,Manu,Picci
13165,Lucian,Benner
13168,Munir,Stentiford
13170,Cheong,Bernardeschi
13171,Anoosh,Birnbaum
13173,Arve,Horswill
13175,Yucai,Swick
13179,Moty,Janocha
13182,Kokou,Rodite
13186,Kyoichi,Barbanera
13189,Yuuichi,Bazzichi
13192,Rosita,Flowers
13197,Rosita,Litzler
13200,Weidon,Pauthner
13202,Aram,Scharstein
13203,Phule,Emmart
13204,Mircea,Pellegrinelli
13206,Tetsurou,Rullman
13210,Jianhua,Klassen
13213,Hein,Billawala
13216,Stabislas,Weedman
13221,Premsyl,Famili
13227,Goncalo,Pell
13232,Mitchel,Fujisaki
13233,Alselm,Chvatal
13235,Taizo,Remmers
13238,Ebru,Foote
13240,King,Pileggi
13243,Fay,Huxford
13246,Adil,Siepmann
13248,Keiichiro,Guting
13249,Oldrich,Rissland
13250,Zeydy,Schusler
13252,Morris,Kavvadias
13260,JoAnna,McDermid
13261,Martial,Peternell
13263,Subhash,Zockler
13272,Arun,Jiang
13276,Yechiam,Seuren
13282,Cordelia,Macedo
13288,Muneo,Broomell
13290,Stamatina,Karner
13291,Georg,Stamatiou
13294,Haldun,Stroustrup
13299,Guiseppe,Butner
13302,Mack,Alencar
13303,Koldo,Rissanen
13305,Bikash,Herath
13309,Toshimori,Lipner
13312,Filipp,Schurmann
